species	specieskey	year	month	countrycode	occurrences
Burhinus oedicnemus	2482100	2021	11	FR	8
Aythya nyroca	2498259	2022	6	DE	3
Vanellus vanellus	2480242	2016	11	DE	14
Uria aalge	2481342	2022	1	DE	5
Lanius collurio	7745240	2016	4	FR	3
Emberiza pusilla	2491544	2022	4	DE	1
Aquila pomarina	2480505	2022	4	FR	2
Cygnus atratus	2498344	2017	6	FR	3
Thalasseus elegans	2481285	2023	7	FR	6
Calidris maritima	2481743	2017	3	FR	5
Larus hyperboreus	2481127	2022	1	DE	3
Geronticus eremita	2480770	2018	7	DE	1
Morus bassanus	2480964	2018	7	DE	1
Milvus migrans	5229167	2017	2	DE	1
Motacilla tschutschensis	2490303	2016	10	FR	1
Cyanistes caeruleus	2487879	2020	4	DE	2225
Streptopelia decaocto	2495696	2023	2	DE	369
Larus michahellis	9413670	2024	9	DE	258
Acrocephalus scirpaceus	2493118	2021	7	DE	373
Recurvirostra avosetta	2480259	2019	11	DE	7
Alauda arvensis	8077224	2018	10	DE	152
Chroicocephalus ridibundus	6065824	2016	3	FR	355
Corvus corone	9409796	2017	5	DE	508
Linaria cannabina	8104397	2021	8	FR	411
Lanius collurio	7745240	2021	7	DE	503
Coccothraustes coccothraustes	2494329	2022	5	DE	367
Dryocopus martius	2477872	2022	2	DE	260
Rissa tridactyla	2481205	2021	10	FR	44
Chloris chloris	5845582	2018	3	FR	354
Linaria cannabina	8104397	2023	6	FR	608
Cuculus canorus	5231918	2018	7	DE	15
Regulus ignicapilla	6093527	2024	12	FR	509
Larus fuscus	2481174	2023	5	DE	286
Vanellus vanellus	2480242	2020	2	DE	140
Haematopus ostralegus	7788295	2023	8	FR	272
Aegypius monachus	5229165	2018	9	FR	11
Hydrocoloeus minutus	6065841	2017	4	DE	31
Asio otus	2497306	2021	2	FR	13
Garrulus glandarius	5229493	2019	2	FR	212
Milvus milvus	5229168	2020	8	FR	175
Larus michahellis	9413670	2016	7	FR	152
Phylloscopus collybita	2493091	2024	12	FR	858
Haematopus ostralegus	7788295	2018	5	DE	95
Cygnus olor	2498343	2018	7	DE	305
Dryocopus martius	2477872	2020	6	DE	127
Poecile montanus	2487866	2017	1	FR	18
Milvus migrans	5229167	2022	6	DE	447
Regulus regulus	2484596	2024	1	DE	962
Aythya fuligula	2498261	2024	11	DE	854
Fringilla coelebs	2494422	2020	10	FR	1069
Larus michahellis	9413670	2021	5	DE	415
Anser anser	2498036	2018	3	DE	401
Ardea alba	9752617	2022	3	FR	421
Mareca penelope	8000602	2021	10	DE	501
Alauda arvensis	8077224	2021	12	FR	179
Spatula clypeata	8332393	2020	8	FR	110
Poecile palustris	2487843	2019	1	DE	230
Motacilla cinerea	2490310	2024	3	FR	331
Troglodytes troglodytes	5231438	2018	1	FR	299
Alauda arvensis	8077224	2017	11	FR	121
Tringa totanus	2481714	2024	1	FR	154
Merops apiaster	2475443	2017	7	DE	44
Coloeus monedula	6100954	2017	12	FR	168
Lophophanes cristatus	2487883	2019	12	DE	94
Tringa nebularia	2481726	2023	8	FR	321
Motacilla cinerea	2490310	2021	12	DE	156
Larus argentatus	2481139	2022	1	FR	287
Passer montanus	5231198	2018	3	DE	168
Charadrius hiaticula	9566659	2024	8	FR	321
Accipiter nisus	2480637	2021	11	FR	172
Acrocephalus arundinaceus	2493128	2024	7	DE	239
Pyrrhula pyrrhula	2494543	2016	5	FR	39
Calidris alba	2481748	2023	4	FR	114
Branta leucopsis	5232464	2024	12	DE	340
Dryobates minor	9015784	2024	1	DE	73
Larus fuscus	2481174	2017	3	FR	83
Athene noctua	2497266	2024	6	FR	56
Vanellus vanellus	2480242	2017	8	FR	264
Mergus serrator	2498375	2017	2	DE	8
Thalasseus sandvicensis	2481240	2021	8	DE	89
Chloris chloris	5845582	2018	11	DE	232
Aquila chrysaetos	2480506	2023	8	FR	95
Picus viridis	2478523	2019	3	DE	479
Larus michahellis	9413670	2018	6	DE	75
Phalacrocorax aristotelis	2481861	2023	12	FR	42
Hippolais polyglotta	2493214	2019	7	FR	127
Hydrocoloeus minutus	6065841	2021	6	FR	12
Sturnus vulgaris	9809229	2017	11	FR	329
Certhia familiaris	2487603	2019	9	DE	41
Corvus corax	2482492	2019	3	DE	176
Carduelis corsicana	4408961	2020	9	FR	3
Poecile montanus	2487866	2022	11	DE	89
Mergus merganser	9537647	2024	5	FR	71
Certhia familiaris	2487603	2020	6	FR	29
Acrocephalus melanopogon	2493124	2020	2	FR	19
Bucephala clangula	2498326	2018	2	FR	37
Amazona oratrix	2479646	2023	12	DE	6
Podiceps nigricollis	2482065	2016	4	DE	33
Pyrrhocorax graculus	2482553	2018	8	DE	9
Recurvirostra avosetta	2480259	2020	1	FR	37
Numenius phaeopus	2481784	2022	10	FR	71
Carduelis citrinella	2494632	2020	7	FR	45
Panurus biarmicus	2493367	2018	12	DE	10
Ichthyaetus melanocephalus	8151548	2017	9	FR	73
Limosa limosa	2481685	2020	8	DE	39
Netta rufina	2498180	2019	2	FR	42
Falco naumanni	9584698	2016	8	FR	17
Recurvirostra avosetta	2480259	2024	1	DE	12
Himantopus himantopus	5229126	2024	4	DE	44
Calidris canutus	2481765	2024	7	DE	39
Periparus ater	2487871	2019	7	DE	53
Dendrocoptes medius	8773033	2018	6	FR	41
Euodice malabarica	5789082	2022	4	FR	19
Pyrrhocorax graculus	2482553	2016	6	FR	13
Circus macrourus	2480491	2022	9	DE	15
Calandrella brachydactyla	2490681	2017	5	FR	16
Strix aluco	9282206	2022	6	DE	40
Eremophila alpestris	9415596	2018	12	FR	7
Alca torda	8277073	2021	2	FR	15
Petronia petronia	2492350	2018	6	FR	14
Branta leucopsis	5232464	2017	9	FR	17
Gypaetus barbatus	2480649	2019	5	FR	7
Burhinus oedicnemus	2482100	2018	10	FR	8
Ptyonoprogne rupestris	4408796	2016	6	FR	45
Loxia curvirostra	9629160	2016	7	FR	27
Platalea leucorodia	2480801	2017	5	FR	82
Pyrrhocorax graculus	2482553	2019	9	FR	55
Riparia riparia	2489160	2018	7	DE	44
Calidris alba	2481748	2021	1	DE	11
Calidris alba	2481748	2018	7	FR	8
Puffinus mauretanicus	5229360	2021	5	FR	11
Motacilla alba	9687165	2017	12	DE	40
Chlidonias hybrida	2481121	2023	6	DE	23
Phoenicopterus chilensis	2481110	2018	6	DE	1
Charadrius hiaticula	9566659	2023	11	DE	10
Sylvia sarda	2492965	2019	11	FR	2
Oenanthe isabellina	5231245	2022	10	FR	8
Tringa erythropus	2481725	2022	6	FR	21
Perdix perdix	2473958	2020	10	FR	14
Poecile montanus	2487866	2018	2	FR	11
Gypaetus barbatus	2480649	2023	6	DE	5
Porzana porzana	2474621	2019	12	FR	1
Scolopax rusticola	2481700	2016	1	FR	7
Branta hutchinsii	5232452	2022	8	DE	4
Alca torda	8277073	2018	8	FR	2
Spinus spinus	6092830	2018	8	FR	2
Circus macrourus	2480491	2018	4	DE	1
Ardeola ralloides	2480906	2022	5	DE	1
Botaurus stellaris	2480910	2024	7	DE	5
Melanitta nigra	2498247	2019	7	DE	2
Poecile montanus	2487866	2018	1	FR	4
Picoides tridactylus	2477804	2024	9	DE	7
Galerida theklae	9330514	2018	4	FR	1
Anser brachyrhynchus	2498024	2016	1	DE	4
Carpodacus erythrinus	2494459	2021	7	DE	5
Nymphicus hollandicus	2479977	2018	12	FR	1
Phalacrocorax aristotelis	2481861	2022	11	DE	1
Remiz pendulinus	2487385	2020	7	FR	2
Emberiza pusilla	2491544	2024	4	DE	1
Acrocephalus melanopogon	2493124	2019	1	FR	2
Anas bahamensis	2498090	2017	7	DE	1
Branta hutchinsii	5232452	2024	5	DE	2
Calidris maritima	2481743	2016	9	FR	1
Corvus corone	9409796	2023	3	DE	3851
Chloris chloris	5845582	2021	4	DE	1488
Ardea purpurea	2480934	2023	5	FR	385
Prunella modularis	5231763	2022	1	DE	277
Corvus corone	9409796	2017	4	FR	842
Erithacus rubecula	2492462	2022	4	FR	1860
Anas platyrhynchos	9761484	2019	3	FR	758
Dendrocoptes medius	8773033	2023	3	FR	135
Mareca strepera	9362027	2022	5	DE	921
Regulus ignicapilla	6093527	2016	10	FR	135
Spatula clypeata	8332393	2024	10	FR	329
Tachybaptus ruficollis	2482048	2022	1	DE	550
Troglodytes troglodytes	5231438	2024	1	DE	1852
Spinus spinus	6092830	2021	2	DE	643
Certhia brachydactyla	7806848	2018	5	FR	287
Serinus serinus	2494200	2023	9	DE	80
Dendrocoptes medius	8773033	2024	10	DE	312
Cyanistes caeruleus	2487879	2018	10	FR	505
Anthus spinoletta	2490255	2023	11	FR	162
Ptyonoprogne rupestris	4408796	2016	8	FR	76
Troglodytes troglodytes	5231438	2020	4	DE	1345
Dendrocopos major	2477968	2018	12	DE	368
Gallinula chloropus	5228199	2020	6	FR	290
Serinus serinus	2494200	2023	2	FR	249
Buteo buteo	2480537	2016	3	FR	342
Corvus corone	9409796	2021	9	DE	1704
Limosa limosa	2481685	2024	3	FR	106
Sturnus vulgaris	9809229	2018	3	FR	509
Lanius collurio	7745240	2018	5	DE	234
Emberiza calandra	7634625	2023	9	FR	69
Spatula clypeata	8332393	2024	8	DE	398
Mareca penelope	8000602	2020	9	FR	70
Picus viridis	2478523	2017	7	DE	173
Cygnus olor	2498343	2020	5	FR	394
Lanius excubitor	9444556	2023	10	DE	121
Phylloscopus collybita	2493091	2019	2	FR	190
Saxicola rubicola	4408759	2020	10	DE	291
Pyrrhula pyrrhula	2494543	2019	4	DE	176
Columba livia	2495414	2017	7	FR	241
Acanthis flammea	5231630	2020	10	FR	19
Regulus ignicapilla	6093527	2018	4	DE	136
Anas acuta	2498112	2019	3	DE	69
Poecile palustris	2487843	2017	3	FR	134
Corvus corax	2482492	2016	3	DE	50
Phoenicurus ochruros	5739315	2018	3	FR	191
Alopochen aegyptiaca	2498252	2019	3	DE	350
Phasianus colchicus	9752149	2017	5	FR	152
Coracias garrulus	2475365	2023	6	FR	120
Podiceps cristatus	2482054	2019	3	DE	294
Emberiza citrinella	2491534	2016	11	FR	32
Emberiza cia	2491498	2024	5	FR	56
Poecile montanus	2487866	2020	1	FR	9
Tringa nebularia	2481726	2023	9	DE	418
Larus michahellis	9413670	2016	2	FR	134
Psittacula krameri	2479226	2022	6	DE	99
Limosa limosa	2481685	2016	1	FR	25
Alopochen aegyptiaca	2498252	2016	4	DE	165
Delichon urbicum	2489214	2016	5	DE	243
Anas crecca	8214667	2017	4	DE	168
Coturnix coturnix	2474156	2023	4	FR	58
Cygnus atratus	2498344	2022	10	FR	21
Emberiza citrinella	2491534	2023	8	FR	78
Tringa erythropus	2481725	2018	5	FR	15
Podiceps auritus	2482059	2023	12	DE	20
Calidris alba	2481748	2021	3	FR	28
Mareca strepera	9362027	2018	11	DE	146
Limosa lapponica	2481681	2022	10	DE	50
Somateria mollissima	2498352	2023	6	DE	78
Aythya nyroca	2498259	2023	3	FR	15
Nucifraga caryocatactes	2482613	2017	10	DE	12
Plectrophenax nivalis	2491719	2016	10	DE	1
Lullula arborea	2490604	2019	5	FR	131
Alopochen aegyptiaca	2498252	2017	11	FR	18
Ciconia ciconia	2481912	2016	10	FR	27
Scolopax rusticola	2481700	2018	12	FR	5
Apus apus	5228676	2024	9	DE	67
Alectoris rufa	2474051	2022	2	FR	44
Cisticola juncidis	2492822	2022	1	FR	68
Alauda arvensis	8077224	2018	6	FR	136
Oenanthe oenanthe	5231240	2019	6	DE	8
Regulus ignicapilla	6093527	2016	9	DE	23
Haematopus ostralegus	7788295	2019	2	DE	22
Dendrocopos leucotos	2477927	2023	5	DE	15
Ichthyaetus audouinii	7406504	2022	4	FR	31
Somateria mollissima	2498352	2023	6	FR	6
Tadorna ferruginea	2498015	2016	9	DE	18
Fringilla montifringilla	2494441	2024	3	FR	43
Ptyonoprogne rupestris	4408796	2022	4	DE	16
Lanius excubitor	9444556	2017	12	FR	21
Anas acuta	2498112	2022	8	DE	34
Aix sponsa	2498387	2024	1	DE	18
Hydroprogne caspia	2481236	2020	10	FR	7
Calandrella brachydactyla	2490681	2017	4	FR	9
Calidris maritima	2481743	2020	3	FR	3
Ficedula hypoleuca	2492606	2023	11	FR	1
Anser caerulescens	2498167	2021	4	DE	2
Athene noctua	2497266	2021	12	DE	3
Anthus petrosus	2490275	2017	4	DE	5
Lagopus muta	5227679	2024	6	FR	11
Rissa tridactyla	2481205	2017	11	DE	6
Galerida cristata	2490669	2019	2	FR	36
Mergus serrator	2498375	2016	9	DE	11
Oxyura jamaicensis	2498305	2020	5	DE	7
Aix galericulata	2498388	2018	12	DE	14
Dryobates minor	9015784	2018	5	FR	18
Anthus petrosus	2490275	2017	12	FR	22
Aix sponsa	2498387	2023	6	DE	13
Monticola solitarius	2490955	2019	1	FR	2
Branta leucopsis	5232464	2018	10	FR	4
Monticola saxatilis	2490956	2020	8	FR	13
Aythya affinis	2498257	2023	11	FR	10
Dryobates minor	9015784	2020	11	DE	25
Passer italiae	8426551	2017	11	FR	1
Anser albifrons	2498017	2016	2	DE	25
Mergus serrator	2498375	2020	10	FR	14
Actitis hypoleucos	2481800	2016	2	DE	2
Sterna paradisaea	5229230	2024	11	DE	5
Hydroprogne caspia	2481236	2019	5	DE	6
Hydrocoloeus minutus	6065841	2016	6	DE	2
Threskiornis aethiopicus	2480764	2021	1	FR	4
Upupa epops	2498415	2020	12	FR	6
Branta bernicla	5232446	2024	6	DE	6
Tringa stagnatilis	2481719	2018	4	FR	3
Numenius phaeopus	2481784	2018	1	FR	3
Thalasseus elegans	2481285	2024	7	FR	4
Picoides tridactylus	2477804	2019	1	DE	2
Lanius senator	2492867	2017	3	FR	2
Podiceps auritus	2482059	2020	6	DE	2
Phylloscopus inornatus	2493095	2024	9	FR	4
Phylloscopus humei	7341522	2022	2	FR	11
Crex crex	4408498	2017	8	DE	1
Xema sabini	2481221	2019	10	DE	1
Anser albifrons	2498017	2022	9	FR	3
Locustella naevia	2493548	2017	9	DE	2
Anas bahamensis	2498090	2023	1	DE	1
Phylloscopus inornatus	2493095	2020	9	FR	1
Stercorarius parasiticus	2481621	2019	1	FR	1
Mareca americana	2498155	2022	1	FR	2
Anser brachyrhynchus	2498024	2018	11	DE	2
Turdus merula	2490719	2019	9	FR	644
Phalacrocorax carbo	2481890	2021	4	FR	736
Parus major	9705453	2024	2	DE	5104
Panurus biarmicus	2493367	2024	10	DE	308
Columba palumbus	2495455	2024	4	FR	3771
Tachybaptus ruficollis	2482048	2021	1	DE	439
Turdus philomelos	7901064	2022	3	DE	1554
Lanius collurio	7745240	2020	5	DE	610
Columba livia	2495414	2024	7	FR	1201
Columba palumbus	2495455	2018	10	FR	594
Certhia familiaris	2487603	2018	8	DE	22
Chroicocephalus ridibundus	6065824	2024	1	DE	1102
Anas platyrhynchos	9761484	2024	11	DE	2626
Erithacus rubecula	2492462	2017	4	FR	560
Anas crecca	8214667	2018	3	DE	193
Callonetta leucophrys	2498384	2022	9	FR	3
Circus aeruginosus	2480482	2021	4	DE	634
Turdus iliacus	2490781	2018	10	FR	163
Delichon urbicum	2489214	2021	4	FR	398
Linaria cannabina	8104397	2020	4	DE	566
Sylvia undata	2492949	2016	7	FR	18
Ardea alba	9752617	2022	10	FR	519
Mareca penelope	8000602	2018	3	DE	115
Chroicocephalus ridibundus	6065824	2018	11	FR	402
Garrulus glandarius	5229493	2018	5	FR	322
Hydrocoloeus minutus	6065841	2017	4	FR	60
Actitis hypoleucos	2481800	2022	10	FR	281
Carduelis carduelis	2494686	2016	4	FR	306
Gallinago gallinago	2481819	2024	1	FR	208
Mareca penelope	8000602	2021	8	DE	121
Gavia stellata	2481958	2022	1	DE	64
Serinus serinus	2494200	2018	9	FR	56
Periparus ater	2487871	2022	4	DE	334
Tringa totanus	2481714	2022	10	FR	187
Larus cachinnans	2481181	2018	1	DE	28
Tringa ochropus	2481728	2021	6	FR	62
Arenaria interpres	2481776	2023	2	FR	147
Dryocopus martius	2477872	2023	9	DE	469
Troglodytes troglodytes	5231438	2019	12	DE	401
Streptopelia decaocto	2495696	2021	10	DE	354
Turdus philomelos	7901064	2022	8	FR	243
Circus cyaneus	2480487	2017	5	FR	40
Psittacula krameri	2479226	2016	9	FR	36
Numenius phaeopus	2481784	2023	8	FR	275
Phoenicurus phoenicurus	5739317	2023	10	FR	83
Mareca penelope	8000602	2017	1	FR	106
Anser serrirostris	7340170	2021	5	DE	11
Gallinago gallinago	2481819	2021	12	FR	116
Acrocephalus scirpaceus	2493118	2022	9	DE	118
Anas acuta	2498112	2021	12	FR	79
Mareca penelope	8000602	2016	9	DE	65
Aix galericulata	2498388	2024	7	DE	137
Tringa ochropus	2481728	2017	4	FR	113
Carduelis carduelis	2494686	2018	9	DE	180
Glaucidium passerinum	5232162	2023	9	DE	10
Mareca penelope	8000602	2019	8	DE	28
Spinus spinus	6092830	2016	2	DE	76
Tachymarptis melba	2477411	2020	7	FR	77
Carduelis citrinella	2494632	2021	9	DE	1
Periparus ater	2487871	2024	2	FR	183
Limosa lapponica	2481681	2021	7	DE	22
Tadorna tadorna	2498009	2021	7	DE	128
Puffinus mauretanicus	5229360	2023	8	FR	92
Loxia curvirostra	9629160	2024	11	FR	30
Lanius collurio	7745240	2022	9	FR	21
Lanius collurio	7745240	2020	9	DE	65
Platalea leucorodia	2480801	2016	5	DE	10
Otis tarda	2474921	2021	11	DE	8
Tyto alba	2497921	2022	5	DE	9
Pluvialis squatarola	2480327	2020	8	DE	77
Gallinago gallinago	2481819	2016	1	FR	54
Acanthis flammea	5231630	2022	6	DE	11
Numenius phaeopus	2481784	2021	3	FR	4
Emberiza calandra	7634625	2022	9	DE	13
Anthus spinoletta	2490255	2023	7	FR	70
Strix aluco	9282206	2017	10	FR	20
Arenaria interpres	2481776	2023	12	DE	25
Tringa ochropus	2481728	2018	1	FR	30
Anser albifrons	2498017	2017	6	DE	2
Anser erythropus	2498026	2020	10	DE	1
Carpodacus erythrinus	2494459	2023	7	DE	23
Glareola nordmanni	2480758	2016	5	FR	2
Puffinus yelkouan	5229377	2016	6	FR	1
Coturnix coturnix	2474156	2017	7	FR	21
Apus pallidus	5228695	2021	5	FR	42
Branta leucopsis	5232464	2016	9	FR	8
Somateria mollissima	2498352	2021	10	FR	4
Sternula albifrons	5789279	2019	8	DE	6
Sylvia curruca	2492960	2018	10	DE	10
Microcarbo pygmaeus	10095118	2021	11	DE	9
Asio flammeus	2497295	2020	5	FR	1
Uria aalge	2481342	2022	3	DE	13
Anser rossii	2498161	2024	1	DE	4
Otus scops	2497701	2019	9	FR	14
Monticola saxatilis	2490956	2017	7	FR	11
Emberiza cia	2491498	2017	9	FR	6
Alca torda	8277073	2016	8	FR	2
Apus caffer	5228644	2022	7	FR	5
Lanius excubitor	9444556	2020	5	FR	4
Gavia arctica	2481959	2016	2	FR	11
Aythya nyroca	2498259	2019	8	FR	1
Alopochen aegyptiaca	2498252	2019	7	FR	7
Luscinia luscinia	2492542	2022	4	DE	2
Tadorna ferruginea	2498015	2019	4	FR	10
Acrocephalus melanopogon	2493124	2017	11	FR	1
Chlidonias hybrida	2481121	2020	7	DE	9
Eremophila alpestris	9415596	2020	11	DE	5
Pluvialis squatarola	2480327	2023	2	DE	7
Hydrobates pelagicus	4408455	2024	4	FR	2
Pelecanus rufescens	2480352	2019	3	FR	1
Geronticus eremita	2480770	2023	6	FR	1
Recurvirostra avosetta	2480259	2016	4	DE	5
Fulmarus glacialis	2481433	2017	3	FR	2
Falco columbarius	9813242	2019	5	FR	2
Alectoris graeca	2474055	2023	8	FR	5
Geronticus eremita	2480770	2023	10	DE	1
Microcarbo pygmaeus	10095118	2022	3	FR	2
Xema sabini	2481221	2018	9	FR	1
Phalaropus lobatus	5739290	2019	10	FR	1
Anas crecca	8214667	2023	1	FR	511
Motacilla cinerea	2490310	2019	2	DE	62
Dendrocopos major	2477968	2023	2	FR	625
Carduelis carduelis	2494686	2020	5	FR	850
Poecile palustris	2487843	2023	8	FR	308
Phylloscopus collybita	2493091	2023	10	DE	1685
Phoenicurus ochruros	5739315	2020	9	DE	421
Ardea alba	9752617	2024	6	FR	278
Podiceps cristatus	2482054	2019	5	DE	368
Lanius collurio	7745240	2024	7	FR	429
Garrulus glandarius	5229493	2019	11	FR	436
Aegithalos caudatus	2495000	2022	10	DE	513
Turdus philomelos	7901064	2020	7	FR	303
Emberiza citrinella	2491534	2022	12	DE	365
Falco tinnunculus	9616058	2022	5	FR	891
Larus marinus	2481172	2024	10	FR	863
Phalacrocorax carbo	2481890	2021	10	FR	831
Anthus trivialis	2490246	2022	4	FR	329
Corvus corone	9409796	2023	6	FR	2356
Buteo buteo	2480537	2021	6	FR	511
Corvus cornix	2482515	2018	5	DE	127
Chroicocephalus ridibundus	6065824	2017	10	DE	242
Branta leucopsis	5232464	2024	3	DE	304
Serinus serinus	2494200	2021	6	DE	307
Picus viridis	2478523	2019	2	DE	374
Periparus ater	2487871	2021	8	DE	116
Carduelis carduelis	2494686	2021	5	FR	963
Turdus viscivorus	2490774	2019	7	DE	45
Turdus merula	2490719	2022	11	FR	1193
Phoenicurus ochruros	5739315	2024	8	FR	799
Himantopus himantopus	5229126	2024	9	FR	184
Troglodytes troglodytes	5231438	2021	4	DE	1550
Circus aeruginosus	2480482	2024	9	DE	711
Alopochen aegyptiaca	2498252	2022	5	FR	74
Sylvia communis	2492943	2024	4	DE	715
Calidris alpina	2481759	2024	5	FR	302
Alcedo atthis	2475532	2020	12	DE	387
Ciconia ciconia	2481912	2023	8	DE	588
Picus viridis	2478523	2020	4	FR	553
Sylvia atricapilla	2492956	2019	6	FR	663
Mareca strepera	9362027	2018	4	FR	135
Coloeus monedula	6100954	2022	9	FR	428
Netta rufina	2498180	2017	10	DE	38
Turdus merula	2490719	2017	7	DE	367
Fringilla coelebs	2494422	2016	11	DE	205
Spinus spinus	6092830	2018	2	FR	164
Picus viridis	2478523	2018	12	FR	163
Branta canadensis	5232437	2022	12	DE	344
Circus pygargus	2480495	2019	8	FR	33
Coturnix coturnix	2474156	2024	7	FR	114
Corvus corone	9409796	2017	11	FR	422
Anthus spinoletta	2490255	2024	5	FR	97
Acrocephalus schoenobaenus	2493129	2024	4	DE	397
Larus argentatus	2481139	2016	6	DE	28
Chloris chloris	5845582	2023	9	FR	353
Picus viridis	2478523	2017	3	FR	212
Larus canus	7982160	2019	2	FR	61
Sterna hirundo	9367409	2021	8	DE	224
Numenius arquata	2481792	2023	5	DE	294
Actitis hypoleucos	2481800	2024	12	FR	170
Poecile palustris	2487843	2017	7	FR	62
Alectoris rufa	2474051	2023	9	FR	54
Remiz pendulinus	2487385	2019	9	DE	5
Anthus petrosus	2490275	2023	1	FR	39
Prunella collaris	5231770	2023	9	FR	40
Tringa nebularia	2481726	2021	11	DE	16
Strix aluco	9282206	2023	7	FR	78
Charadrius hiaticula	9566659	2021	1	FR	74
Lullula arborea	2490604	2020	5	FR	170
Vanellus vanellus	2480242	2019	7	FR	184
Calidris pugnax	8250742	2019	10	FR	44
Sternula albifrons	5789279	2019	5	FR	70
Milvus milvus	5229168	2019	7	FR	101
Branta bernicla	5232446	2022	5	DE	70
Psittacula krameri	2479226	2023	10	DE	210
Larus cachinnans	2481181	2022	2	DE	139
Coturnix coturnix	2474156	2024	6	DE	211
Sterna hirundo	9367409	2024	9	FR	175
Thalasseus sandvicensis	2481240	2022	6	DE	52
Alectoris rufa	2474051	2021	10	FR	23
Limosa limosa	2481685	2022	8	DE	96
Hydrocoloeus minutus	6065841	2018	8	FR	10
Aquila chrysaetos	2480506	2022	8	FR	78
Turdus iliacus	2490781	2021	10	FR	276
Tachymarptis melba	2477411	2023	3	FR	60
Cisticola juncidis	2492822	2018	9	FR	65
Serinus serinus	2494200	2017	8	FR	57
Lanius minor	2492854	2021	7	FR	6
Buteo lagopus	2480524	2022	12	DE	27
Calidris alpina	2481759	2017	5	FR	101
Merops apiaster	2475443	2019	9	FR	73
Plegadis falcinellus	2480773	2023	5	DE	37
Coccothraustes coccothraustes	2494329	2017	1	FR	44
Tadorna ferruginea	2498015	2019	2	DE	38
Asio otus	2497306	2022	12	FR	10
Corvus cornix	2482515	2018	4	FR	23
Rissa tridactyla	2481205	2018	10	FR	49
Acrocephalus arundinaceus	2493128	2020	7	FR	40
Gypaetus barbatus	2480649	2022	9	FR	42
Rallus aquaticus	2474831	2017	11	DE	31
Hydrocoloeus minutus	6065841	2024	11	FR	20
Hydroprogne caspia	2481236	2016	6	FR	4
Calidris ferruginea	2481741	2020	5	FR	6
Hydrocoloeus minutus	6065841	2021	10	DE	107
Corvus corax	2482492	2020	3	FR	91
Pandion haliaetus	2480726	2022	3	DE	39
Melanitta nigra	2498247	2024	7	FR	15
Plectrophenax nivalis	2491719	2023	10	FR	60
Melanitta nigra	2498247	2019	2	DE	11
Botaurus stellaris	2480910	2024	10	FR	15
Netta rufina	2498180	2018	9	DE	43
Lyrurus tetrix	2473682	2024	5	FR	30
Aythya marila	2498265	2019	3	DE	7
Sylvia undata	2492949	2022	4	FR	79
Tringa erythropus	2481725	2021	12	FR	22
Porphyrio porphyrio	2474416	2017	8	FR	17
Falco columbarius	9813242	2017	1	DE	3
Morus bassanus	2480964	2019	1	FR	46
Alectoris rufa	2474051	2021	9	FR	67
Locustella luscinioides	2493551	2024	7	FR	22
Anser caerulescens	2498167	2022	1	DE	4
Calcarius lapponicus	2491678	2019	11	FR	16
Stercorarius pomarinus	2481609	2017	10	FR	13
Anthus godlewskii	2490264	2024	11	FR	8
Linaria flavirostris	7668711	2022	2	DE	9
Rhea americana	2495165	2023	9	DE	2
Calidris ferruginea	2481741	2019	5	DE	8
Branta bernicla	5232446	2022	9	FR	14
Fulmarus glacialis	2481433	2021	3	FR	8
Calidris alba	2481748	2019	11	FR	31
Phylloscopus proregulus	2493090	2020	11	DE	1
Gavia arctica	2481959	2017	12	DE	15
Calidris alba	2481748	2022	7	FR	24
Strix aluco	9282206	2016	2	DE	5
Bucephala clangula	2498326	2019	7	FR	4
Tichodroma muraria	2484918	2017	8	FR	8
Anser indicus	2498035	2016	7	FR	2
Perdix perdix	2473958	2017	4	DE	11
