species	specieskey	year	month	countrycode	occurrences
Glareola pratincola	2480757	2016	5	FR	21
Strix aluco	9282206	2019	3	DE	23
Pyrrhula pyrrhula	2494543	2017	9	DE	71
Podiceps grisegena	2482051	2023	8	DE	39
Serinus serinus	2494200	2018	1	FR	31
Lophophanes cristatus	2487883	2018	3	FR	57
Alauda arvensis	8077224	2017	7	DE	61
Hydrocoloeus minutus	6065841	2018	10	FR	18
Gavia arctica	2481959	2018	3	FR	9
Aix galericulata	2498388	2019	10	DE	46
Phasianus colchicus	9752149	2019	11	DE	70
Podiceps nigricollis	2482065	2021	3	FR	112
Euodice malabarica	5789082	2020	4	FR	21
Ficedula hypoleuca	2492606	2022	7	DE	14
Grus grus	2474950	2018	8	DE	53
Alca torda	8277073	2022	9	FR	15
Tetrastes bonasia	2473663	2020	9	DE	2
Merops apiaster	2475443	2022	10	FR	3
Anthus campestris	2490274	2016	9	FR	21
Calidris pugnax	8250742	2020	6	FR	3
Streptopelia turtur	2495708	2024	10	FR	31
Anthus godlewskii	2490264	2017	2	DE	5
Branta ruficollis	5232451	2023	9	FR	1
Rissa tridactyla	2481205	2024	4	FR	24
Passer italiae	8426551	2020	3	FR	25
Anas acuta	2498112	2020	11	FR	26
Bubo bubo	5959092	2016	9	FR	4
Certhia familiaris	2487603	2018	5	FR	21
Pluvialis apricaria	2480332	2020	12	DE	7
Fratercula arctica	2481353	2016	6	FR	3
Circus macrourus	2480491	2023	11	FR	5
Emberiza cia	2491498	2017	6	FR	13
Anser cygnoides	2498034	2021	4	DE	12
Tringa erythropus	2481725	2018	7	FR	22
Anser indicus	2498035	2023	10	DE	21
Picoides tridactylus	2477804	2021	4	DE	7
Calidris maritima	2481743	2019	1	DE	4
Apus apus	5228676	2022	3	FR	8
Riparia riparia	2489160	2018	10	DE	3
Tetrax tetrax	5228228	2020	5	FR	10
Sternula albifrons	5789279	2017	10	FR	1
Anser indicus	2498035	2020	5	FR	1
Rhea americana	2495165	2021	9	DE	4
Haliaeetus albicilla	2480449	2022	9	FR	2
Branta ruficollis	5232451	2020	2	DE	11
Falco peregrinus	2481047	2017	3	FR	30
Threskiornis aethiopicus	2480764	2016	8	FR	1
Caprimulgus europaeus	8109681	2020	9	DE	4
Calcarius lapponicus	2491678	2024	1	DE	1
Pelecanus onocrotalus	2480350	2019	10	FR	4
Picoides tridactylus	2477804	2018	5	DE	3
Podiceps auritus	2482059	2019	4	DE	5
Falco vespertinus	2481062	2019	9	FR	3
Calidris canutus	2481765	2020	7	FR	4
Anthus richardi	9465111	2019	4	DE	1
Anser indicus	2498035	2020	2	FR	2
Gavia immer	2481962	2017	11	FR	6
Threskiornis aethiopicus	2480764	2021	2	FR	4
Uria aalge	2481342	2017	2	FR	8
Scolopax rusticola	2481700	2018	2	DE	4
Syrmaticus reevesii	2473477	2024	11	FR	1
Phylloscopus fuscatus	2493075	2017	11	DE	3
Psittacula eupatria	5229055	2022	5	DE	6
Himantopus himantopus	5229126	2018	12	FR	2
Melanocorypha calandra	2490613	2022	5	FR	5
Actitis hypoleucos	2481800	2018	3	DE	1
Circus pygargus	2480495	2021	10	FR	1
Sterna dougallii	5229249	2016	8	FR	2
Emberiza hortulana	2491482	2021	7	DE	1
Psephotus haematonotus	2480089	2024	7	DE	1
Motacilla citreola	2490307	2021	12	FR	1
Ficedula albicollis	2492601	2024	9	FR	1
Ptyonoprogne rupestris	4408796	2020	3	DE	1
Poicephalus senegalus	2479964	2024	2	FR	2
Apus pallidus	5228695	2016	11	FR	1
Anser brachyrhynchus	2498024	2016	3	DE	1
Chroicocephalus ridibundus	6065824	2023	9	DE	1180
Cygnus cygnus	2498347	2021	2	DE	124
Spatula clypeata	8332393	2019	3	FR	188
Grus grus	2474950	2024	3	DE	851
Rallus aquaticus	2474831	2018	10	FR	136
Alcedo atthis	2475532	2022	11	DE	461
Limosa lapponica	2481681	2016	8	DE	14
Passer domesticus	5231190	2022	10	DE	1437
Certhia brachydactyla	7806848	2021	4	DE	825
Streptopelia decaocto	2495696	2019	7	DE	176
Tadorna tadorna	2498009	2021	3	FR	339
Tringa ochropus	2481728	2024	8	DE	480
Turdus philomelos	7901064	2021	5	DE	1685
Gyps fulvus	2480389	2023	9	FR	365
Troglodytes troglodytes	5231438	2019	7	DE	358
Hydroprogne caspia	2481236	2023	8	DE	128
Sylvia curruca	2492960	2019	4	FR	56
Phylloscopus collybita	2493091	2016	5	DE	522
Phoenicurus ochruros	5739315	2018	9	DE	234
Locustella naevia	2493548	2020	4	DE	102
Aegithalos caudatus	2495000	2017	4	FR	309
Sterna hirundo	9367409	2019	8	DE	86
Galerida cristata	2490669	2020	5	FR	48
Gallinula chloropus	5228199	2018	3	FR	222
Tringa glareola	2481713	2016	9	FR	46
Ficedula hypoleuca	2492606	2023	6	DE	98
Certhia familiaris	2487603	2020	7	FR	53
Egretta garzetta	2480876	2019	9	FR	490
Phylloscopus trochilus	2493052	2023	4	DE	1528
Corvus frugilegus	2482513	2019	5	DE	149
Larus michahellis	9413670	2023	10	FR	704
Phoenicurus ochruros	5739315	2024	10	FR	1068
Ardea cinerea	9797180	2016	1	DE	179
Streptopelia decaocto	2495696	2024	11	FR	504
Tringa glareola	2481713	2022	8	FR	283
Falco subbuteo	2481035	2021	4	DE	69
Numenius phaeopus	2481784	2023	9	FR	144
Anas platyrhynchos	9761484	2020	9	FR	686
Pyrrhocorax pyrrhocorax	2482552	2023	8	FR	124
Gallinago gallinago	2481819	2024	3	DE	223
Emberiza cirlus	7626513	2024	7	FR	632
Fulica atra	2474377	2022	4	DE	1661
Fulica atra	2474377	2024	3	FR	979
Fulica atra	2474377	2022	12	FR	653
Anas crecca	8214667	2018	11	FR	187
Psittacula krameri	2479226	2024	12	FR	372
Phalacrocorax carbo	2481890	2016	5	FR	174
Vanellus vanellus	2480242	2017	7	FR	152
Calidris pugnax	8250742	2024	10	FR	71
Dendrocopos major	2477968	2020	9	FR	421
Garrulus glandarius	5229493	2020	3	FR	478
Pernis apivorus	2480420	2021	5	FR	250
Passer montanus	5231198	2021	4	FR	82
Sylvia communis	2492943	2017	7	FR	81
Turdus pilaris	2490737	2024	2	FR	144
Merops apiaster	2475443	2023	7	FR	249
Gallinago gallinago	2481819	2019	10	DE	171
Dryocopus martius	2477872	2019	7	DE	51
Passer montanus	5231198	2018	1	FR	14
Gavia stellata	2481958	2024	8	DE	4
Oriolus oriolus	2488949	2017	7	DE	53
Lophophanes cristatus	2487883	2017	4	FR	73
Anas platyrhynchos	9761484	2018	2	FR	404
Netta rufina	2498180	2016	10	DE	37
Lanius excubitor	9444556	2022	5	DE	19
Aegithalos caudatus	2495000	2023	1	FR	572
Columba palumbus	2495455	2018	1	DE	320
Emberiza schoeniclus	2491557	2018	1	FR	104
Anser indicus	2498035	2022	6	DE	33
Sylvia borin	2492942	2017	5	DE	214
Corvus cornix	2482515	2017	8	DE	87
Acrocephalus arundinaceus	2493128	2024	6	FR	117
Somateria mollissima	2498352	2016	12	FR	18
Tadorna tadorna	2498009	2018	9	DE	59
Sitta europaea	2484916	2023	11	FR	288
Oriolus oriolus	2488949	2019	5	DE	239
Haematopus ostralegus	7788295	2023	5	FR	256
Psittacula krameri	2479226	2016	3	FR	40
Gallinago gallinago	2481819	2017	4	DE	89
Turdus pilaris	2490737	2024	4	FR	52
Hydrocoloeus minutus	6065841	2023	4	FR	66
Regulus ignicapilla	6093527	2024	1	DE	138
Periparus ater	2487871	2020	6	FR	118
Emberiza schoeniclus	2491557	2019	4	FR	129
Hippolais polyglotta	2493214	2017	4	FR	37
Netta rufina	2498180	2016	8	FR	20
Serinus serinus	2494200	2019	6	DE	167
Botaurus stellaris	2480910	2023	6	FR	5
Motacilla alba	9687165	2019	11	DE	120
Anthus pratensis	2490266	2017	9	DE	35
Botaurus stellaris	2480910	2024	5	DE	140
Aythya nyroca	2498259	2022	12	DE	21
Pluvialis squatarola	2480327	2018	4	FR	15
Larus fuscus	2481174	2018	9	DE	57
Rallus aquaticus	2474831	2022	4	FR	165
Columba oenas	2495471	2023	5	FR	226
Podiceps auritus	2482059	2024	2	FR	22
Streptopelia decaocto	2495696	2022	11	DE	178
Phoenicopterus roseus	4352332	2021	1	FR	114
Melanitta fusca	2498238	2022	10	DE	56
Melanitta nigra	2498247	2023	8	FR	39
Falco peregrinus	2481047	2021	12	DE	81
Charadrius morinellus	2480281	2024	9	DE	34
Rissa tridactyla	2481205	2021	10	DE	91
Turdus iliacus	2490781	2021	3	FR	239
Strix aluco	9282206	2022	12	FR	44
Ciconia nigra	2481909	2020	10	FR	14
Burhinus oedicnemus	2482100	2022	4	FR	118
Oxyura jamaicensis	2498305	2023	4	DE	1
Acanthis flammea	5231630	2017	2	FR	4
Otus scops	2497701	2020	6	FR	38
Lophophanes cristatus	2487883	2017	6	DE	16
Elanus caeruleus	2480372	2020	1	FR	34
Lanius excubitor	9444556	2016	1	DE	13
Pelecanus rufescens	2480352	2020	12	FR	8
Gypaetus barbatus	2480649	2017	8	FR	19
Prunella collaris	5231770	2024	7	DE	17
Ficedula hypoleuca	2492606	2017	5	DE	68
Milvus milvus	5229168	2018	12	DE	22
Merops apiaster	2475443	2017	8	FR	64
Phalaropus lobatus	5739290	2016	5	FR	7
Corvus cornix	2482515	2016	5	FR	23
Aythya affinis	2498257	2023	2	FR	11
Puffinus mauretanicus	5229360	2019	5	FR	5
Podiceps grisegena	2482051	2016	1	FR	19
Poecile montanus	2487866	2017	2	DE	35
Calonectris diomedea	2481521	2019	7	FR	8
Mareca penelope	8000602	2017	6	DE	11
Corvus cornix	2482515	2020	5	FR	38
Sterna paradisaea	5229230	2020	9	DE	7
Anthus richardi	9465111	2017	10	DE	5
Callipepla californica	5228080	2022	7	FR	3
Stercorarius parasiticus	2481621	2017	11	FR	5
Panurus biarmicus	2493367	2021	1	FR	15
Puffinus griseus	5739277	2018	9	FR	5
Aythya collaris	2498264	2021	10	DE	4
Euodice malabarica	5789082	2022	1	FR	9
Tichodroma muraria	2484918	2016	7	FR	2
Pyrrhocorax pyrrhocorax	2482552	2020	4	FR	1
Carpodacus erythrinus	2494459	2024	5	FR	4
Branta hutchinsii	5232452	2024	4	DE	4
Aix galericulata	2498388	2018	3	FR	15
Uria aalge	2481342	2017	6	DE	12
Sylvia undata	2492949	2021	11	FR	16
Otis tarda	2474921	2016	7	DE	1
Aythya nyroca	2498259	2021	5	FR	7
Ficedula albicollis	2492601	2024	7	DE	6
Motacilla flava	9701857	2020	3	FR	25
Serinus canaria	2494303	2016	8	DE	4
Strix aluco	9282206	2018	8	DE	9
Alca torda	8277073	2024	7	DE	6
Calidris alpina	2481759	2017	4	DE	20
Anthus campestris	2490274	2021	4	DE	5
Bucephala clangula	2498326	2018	6	FR	1
Aegypius monachus	5229165	2020	1	FR	2
Clamator glandarius	2496464	2018	2	FR	2
Glaucidium passerinum	5232162	2020	8	FR	2
Hippolais polyglotta	2493214	2016	7	DE	1
Falco columbarius	9813242	2017	6	FR	1
Coturnix coturnix	2474156	2017	10	FR	3
Actitis hypoleucos	2481800	2016	11	DE	2
Calidris temminckii	2481740	2021	12	FR	2
Bubo bubo	5959092	2016	8	FR	3
Asio flammeus	2497295	2022	6	FR	7
Leiothrix lutea	5231398	2020	1	DE	1
Calidris falcinellus	7537888	2018	4	FR	1
Thalasseus elegans	2481285	2022	9	FR	3
Puffinus puffinus	5229380	2024	1	FR	3
Lanius senator	2492867	2018	9	FR	2
Cepphus grylle	2481312	2020	11	DE	2
Emberiza pusilla	2491544	2016	1	FR	2
Lymnocryptes minimus	2481835	2017	12	FR	4
Aix sponsa	2498387	2017	5	FR	1
Stercorarius pomarinus	2481609	2018	12	FR	1
Lagopus muta	5227679	2017	9	FR	1
Anas platyrhynchos	9761484	2024	12	FR	1175
Corvus corone	9409796	2021	3	DE	2763
Turdus iliacus	2490781	2024	11	DE	673
Larus fuscus	2481174	2022	12	FR	242
Streptopelia decaocto	2495696	2019	5	DE	307
Falco subbuteo	2481035	2022	10	FR	44
Phalacrocorax carbo	2481890	2023	11	FR	1175
Erithacus rubecula	2492462	2019	7	FR	442
Motacilla alba	9687165	2022	7	DE	1378
Numenius arquata	2481792	2023	10	DE	375
Riparia riparia	2489160	2023	6	FR	172
Podiceps cristatus	2482054	2017	8	FR	175
Turdus merula	2490719	2019	8	DE	572
Anser brachyrhynchus	2498024	2022	1	DE	32
Sylvia atricapilla	2492956	2020	1	FR	182
Turdus merula	2490719	2020	2	DE	907
Sylvia atricapilla	2492956	2024	7	DE	3480
Turdus philomelos	7901064	2023	2	FR	623
Corvus corone	9409796	2024	11	FR	2130
Linaria cannabina	8104397	2018	4	DE	209
Aythya ferina	2498255	2020	1	DE	286
Chroicocephalus ridibundus	6065824	2019	9	FR	791
Aegithalos caudatus	2495000	2020	5	DE	300
Lophophanes cristatus	2487883	2022	12	DE	252
Columba palumbus	2495455	2020	9	DE	1376
Erithacus rubecula	2492462	2017	1	DE	317
Buteo lagopus	2480524	2023	12	DE	60
Anthus spinoletta	2490255	2024	10	FR	230
Tachybaptus ruficollis	2482048	2024	12	DE	698
Dryocopus martius	2477872	2019	4	DE	87
Serinus serinus	2494200	2024	12	FR	225
Pernis apivorus	2480420	2020	6	DE	54
Fulica atra	2474377	2023	11	FR	525
Certhia brachydactyla	7806848	2019	1	DE	193
Poecile palustris	2487843	2017	4	DE	115
Turdus pilaris	2490737	2021	10	FR	30
Pluvialis apricaria	2480332	2021	8	DE	140
Sylvia sarda	2492965	2022	5	FR	18
Carduelis carduelis	2494686	2022	3	FR	582
Actitis hypoleucos	2481800	2024	3	FR	87
Cyanistes caeruleus	2487879	2018	2	DE	397
Anthus pratensis	2490266	2023	12	DE	190
Haematopus ostralegus	7788295	2021	7	DE	174
Chroicocephalus genei	6065810	2016	5	FR	66
Sterna hirundo	9367409	2018	7	DE	100
Phylloscopus collybita	2493091	2020	2	FR	434
Muscicapa striata	2492576	2017	5	FR	132
Gallinula chloropus	5228199	2023	11	DE	604
Vanellus vanellus	2480242	2023	12	DE	153
Mergus merganser	9537647	2024	12	FR	144
Lanius collurio	7745240	2021	9	DE	135
Lanius collurio	7745240	2020	8	DE	305
Periparus ater	2487871	2019	2	FR	107
Aythya fuligula	2498261	2020	10	FR	157
Tachymarptis melba	2477411	2023	4	FR	209
Dryobates minor	9015784	2024	11	FR	90
Dendrocoptes medius	8773033	2024	9	DE	228
Spinus spinus	6092830	2023	2	FR	331
Arenaria interpres	2481776	2024	8	DE	154
Podiceps cristatus	2482054	2017	10	FR	136
Alectoris rufa	2474051	2024	1	FR	46
Sylvia borin	2492942	2016	4	FR	30
Neophron percnopterus	2480696	2019	4	FR	14
Calidris minuta	2481749	2024	9	FR	107
Mergus serrator	2498375	2023	4	DE	58
Mergus merganser	9537647	2019	2	FR	79
Riparia riparia	2489160	2022	4	FR	246
Aegithalos caudatus	2495000	2017	3	FR	202
Athene noctua	2497266	2019	4	DE	5
Corvus cornix	2482515	2021	6	DE	297
Montifringilla nivalis	2492371	2018	7	FR	13
Pluvialis squatarola	2480327	2021	8	FR	110
Ardea cinerea	9797180	2018	1	FR	324
Recurvirostra avosetta	2480259	2019	5	DE	43
Circus pygargus	2480495	2021	7	FR	39
Tachybaptus ruficollis	2482048	2017	6	DE	46
Uria aalge	2481342	2021	3	DE	8
Tringa totanus	2481714	2016	1	FR	70
Bombycilla garrulus	2484605	2023	12	DE	38
Limosa limosa	2481685	2017	3	FR	32
Galerida cristata	2490669	2021	8	FR	34
Nycticorax nycticorax	2480863	2020	8	FR	120
Anthus petrosus	2490275	2024	11	DE	54
Pyrrhula pyrrhula	2494543	2016	7	DE	29
Nucifraga caryocatactes	2482613	2023	6	DE	18
Falco peregrinus	2481047	2023	9	DE	137
Elanus caeruleus	2480372	2020	6	FR	13
Puffinus mauretanicus	5229360	2020	9	FR	47
Tringa ochropus	2481728	2023	12	FR	154
Perdix perdix	2473958	2016	11	FR	16
Ciconia ciconia	2481912	2017	1	FR	35
Uria aalge	2481342	2016	6	DE	2
Emberiza schoeniclus	2491557	2018	8	DE	83
Phoenicopterus roseus	4352332	2018	4	DE	10
Columba livia	2495414	2016	11	FR	106
Tringa glareola	2481713	2019	3	FR	5
Thalasseus sandvicensis	2481240	2024	4	DE	29
Falco eleonorae	2481037	2018	5	FR	5
Phylloscopus bonelli	2493070	2016	10	DE	9
Alca torda	8277073	2017	2	FR	7
Tringa stagnatilis	2481719	2020	6	FR	6
Limosa lapponica	2481681	2018	4	FR	11
Upupa epops	2498415	2018	8	FR	51
Oenanthe oenanthe	5231240	2016	6	FR	11
Panurus biarmicus	2493367	2023	8	DE	46
Pyrrhocorax graculus	2482553	2018	5	DE	3
Falco vespertinus	2481062	2018	5	FR	13
Jynx torquilla	8012314	2024	9	FR	47
Pavo cristatus	9451184	2024	5	FR	17
Gavia immer	2481962	2018	2	FR	17
Rallus aquaticus	2474831	2018	6	FR	10
Aegolius funereus	5739298	2023	4	FR	4
Hydroprogne caspia	2481236	2020	8	FR	53
Emberiza cia	2491498	2020	7	DE	6
Porphyrio porphyrio	2474416	2021	1	FR	16
Petronia petronia	2492350	2021	6	FR	33
Plegadis falcinellus	2480773	2024	11	FR	34
Lanius collurio	7745240	2022	4	FR	4
Chlidonias hybrida	2481121	2018	9	FR	29
Fringilla montifringilla	2494441	2019	3	FR	26
Passer italiae	8426551	2021	8	FR	12
Arenaria interpres	2481776	2020	5	DE	35
Haematopus ostralegus	7788295	2018	10	FR	86
Falco vespertinus	2481062	2017	8	DE	4
Porzana pusilla	2474628	2020	6	FR	4
Numenius phaeopus	2481784	2022	11	FR	6
Athene noctua	2497266	2023	1	FR	26
Sylvia communis	2492943	2018	10	FR	3
Emberiza caesia	2491490	2018	5	DE	11
Aythya nyroca	2498259	2018	5	DE	1
Euodice malabarica	5789082	2019	5	FR	4
Anas acuta	2498112	2022	7	DE	9
Anser indicus	2498035	2017	1	FR	7
Lullula arborea	2490604	2016	8	FR	9
Fulmarus glacialis	2481433	2024	12	FR	16
Haliaeetus albicilla	2480449	2020	7	FR	1
Chlidonias hybrida	2481121	2017	8	DE	2
Gavia arctica	2481959	2019	9	DE	2
Calandrella brachydactyla	2490681	2019	7	FR	3
Alca torda	8277073	2019	1	DE	4
Aegypius monachus	5229165	2019	1	FR	2
Somateria mollissima	2498352	2018	10	FR	4
Calidris subruficollis	8292425	2023	6	FR	6
Acanthis flammea	5231630	2016	11	FR	4
Haliaeetus albicilla	2480449	2016	1	FR	2
Gavia stellata	2481958	2023	11	FR	21
Gelochelidon nilotica	2481263	2024	4	DE	2
Anser brachyrhynchus	2498024	2016	5	DE	2
Porzana porzana	2474621	2021	10	DE	1
Burhinus oedicnemus	2482100	2023	12	FR	6
Motacilla tschutschensis	2490303	2022	10	FR	4
Nucifraga caryocatactes	2482613	2020	2	FR	2
Anser canagicus	2498163	2023	2	DE	1
Aythya nyroca	2498259	2024	4	FR	6
Phylloscopus trochilus	2493052	2021	11	DE	1
Coturnix coturnix	2474156	2017	2	FR	1
Circaetus gallicus	2480666	2021	8	DE	3
Phalacrocorax aristotelis	2481861	2022	7	DE	3
Hippolais icterina	2493220	2017	4	FR	1
Circaetus gallicus	2480666	2022	6	DE	1
Puffinus yelkouan	5229377	2017	2	FR	2
Somateria spectabilis	2498350	2024	3	DE	1
Stercorarius parasiticus	2481621	2022	12	FR	1
Larus hyperboreus	2481127	2016	1	DE	1
Certhia brachydactyla	7806848	2021	2	DE	644
Buteo buteo	2480537	2019	12	DE	541
Fulica atra	2474377	2018	5	FR	335
Sitta europaea	2484916	2024	2	DE	1873
Picus viridis	2478523	2024	3	FR	1121
Parus major	9705453	2024	4	DE	6917
Circus aeruginosus	2480482	2022	12	FR	347
Passer domesticus	5231190	2024	3	DE	2698
Streptopelia decaocto	2495696	2018	7	FR	422
Regulus ignicapilla	6093527	2017	5	FR	114
Phylloscopus collybita	2493091	2020	5	FR	1141
Cyanistes caeruleus	2487879	2018	9	DE	602
Calidris minuta	2481749	2016	5	DE	12
Emberiza citrinella	2491534	2019	6	DE	350
Alcedo atthis	2475532	2023	2	DE	280
Hirundo rustica	9515886	2017	4	DE	340
Sylvia atricapilla	2492956	2021	6	DE	1963
Periparus ater	2487871	2019	6	DE	66
Alopochen aegyptiaca	2498252	2017	5	FR	43
Garrulus glandarius	5229493	2016	3	DE	155
Chroicocephalus ridibundus	6065824	2020	11	DE	419
Regulus ignicapilla	6093527	2022	5	FR	443
Aegithalos caudatus	2495000	2024	3	FR	866
Streptopelia decaocto	2495696	2022	4	DE	542
Bucephala clangula	2498326	2022	3	DE	418
Regulus regulus	2484596	2017	10	DE	149
Parus major	9705453	2017	6	FR	348
Corvus cornix	2482515	2019	8	DE	123
Tringa ochropus	2481728	2022	9	FR	284
Spatula clypeata	8332393	2021	4	FR	283
Mareca penelope	8000602	2019	1	DE	138
Anas platyrhynchos	9761484	2022	1	FR	991
Coccothraustes coccothraustes	2494329	2023	10	DE	448
Emberiza citrinella	2491534	2024	5	FR	321
Phalacrocorax aristotelis	2481861	2022	8	FR	86
Anas acuta	2498112	2023	9	DE	208
Delichon urbicum	2489214	2018	7	DE	275
Fringilla montifringilla	2494441	2018	10	FR	136
Coracias garrulus	2475365	2023	5	FR	225
Larus marinus	2481172	2020	5	FR	76
Gavia arctica	2481959	2024	4	DE	13
Bucephala clangula	2498326	2018	3	FR	30
Acrocephalus schoenobaenus	2493129	2016	5	DE	63
Emberiza citrinella	2491534	2018	12	FR	35
Garrulus glandarius	5229493	2016	5	DE	179
Tetrastes bonasia	2473663	2022	11	DE	3
Emberiza citrinella	2491534	2020	10	DE	343
Cygnus atratus	2498344	2022	7	FR	21
Pavo cristatus	9451184	2024	4	FR	10
Anthus richardi	9465111	2021	1	DE	4
Tachymarptis melba	2477411	2016	3	FR	23
Asio flammeus	2497295	2024	1	DE	28
Phylloscopus proregulus	2493090	2022	10	FR	14
Lagopus muta	5227679	2018	5	DE	1
Montifringilla nivalis	2492371	2016	3	FR	9
Tringa nebularia	2481726	2016	12	FR	17
Galerida cristata	2490669	2023	7	FR	44
Ichthyaetus melanocephalus	8151548	2020	5	FR	124
Branta canadensis	5232437	2016	6	FR	59
Carduelis corsicana	4408961	2024	7	FR	31
Oceanodroma leucorhoa	2482012	2018	10	DE	8
Puffinus puffinus	5229380	2021	3	FR	4
Melanitta fusca	2498238	2020	6	DE	1
Emberiza citrinella	2491534	2018	9	FR	61
Alauda arvensis	8077224	2018	12	DE	9
Tetrax tetrax	5228228	2017	4	FR	30
Lymnocryptes minimus	2481835	2021	9	FR	5
Remiz pendulinus	2487385	2020	10	FR	37
Jynx torquilla	8012314	2023	6	FR	39
Psittacula eupatria	5229055	2021	2	DE	3
Picus canus	2478548	2021	6	DE	19
Pandion haliaetus	2480726	2016	8	DE	14
Spatula clypeata	8332393	2017	1	DE	34
Motacilla cinerea	2490310	2016	2	DE	7
Cepphus grylle	2481312	2023	6	DE	8
Bombycilla garrulus	2484605	2020	5	DE	2
Loxia curvirostra	9629160	2020	3	FR	5
Nycticorax nycticorax	2480863	2016	12	FR	5
Platalea leucorodia	2480801	2018	6	DE	13
Emberiza cirlus	7626513	2019	6	DE	6
Carpodacus erythrinus	2494459	2018	10	FR	2
Pavo cristatus	9451184	2022	3	FR	3
Calandrella brachydactyla	2490681	2017	4	DE	6
Anser cygnoides	2498034	2021	11	FR	2
Lagopus muta	5227679	2021	10	DE	1
Emberiza hortulana	2491482	2016	9	FR	2
Aquila chrysaetos	2480506	2022	1	DE	1
Locustella luscinioides	2493551	2017	9	DE	2
Tetrastes bonasia	2473663	2017	6	DE	1
Pluvialis squatarola	2480327	2020	11	FR	22
Falco tinnunculus	9616058	2023	10	FR	1127
Passer domesticus	5231190	2024	8	DE	1804
Carduelis carduelis	2494686	2022	2	DE	901
Podiceps cristatus	2482054	2024	8	FR	554
Tachybaptus ruficollis	2482048	2022	1	FR	314
Emberiza citrinella	2491534	2020	4	DE	1004
Larus argentatus	2481139	2024	2	FR	489
Dendrocopos major	2477968	2024	11	DE	2104
Phalacrocorax carbo	2481890	2023	4	FR	1483
Acanthis flammea	5231630	2024	1	DE	262
Lullula arborea	2490604	2022	6	FR	166
Anser anser	2498036	2024	5	FR	253
Erithacus rubecula	2492462	2023	8	FR	1177
Buteo buteo	2480537	2022	10	DE	1447
Limosa lapponica	2481681	2017	5	FR	29
Larus marinus	2481172	2023	10	FR	751
Turdus philomelos	7901064	2023	7	FR	410
Chroicocephalus genei	6065810	2024	6	FR	49
Troglodytes troglodytes	5231438	2021	6	DE	849
Egretta garzetta	2480876	2023	8	FR	1259
Actitis hypoleucos	2481800	2018	8	DE	212
Corvus corax	2482492	2021	9	DE	443
Falco peregrinus	2481047	2017	11	FR	25
Tadorna tadorna	2498009	2017	4	FR	235
Turdus philomelos	7901064	2022	9	FR	194
Larus argentatus	2481139	2023	4	FR	597
Prunella modularis	5231763	2024	9	DE	517
Mergus merganser	9537647	2018	5	DE	55
Sturnus vulgaris	9809229	2016	10	FR	435
Tyto alba	2497921	2017	2	FR	7
Tringa totanus	2481714	2016	5	DE	60
Tachymarptis melba	2477411	2020	4	DE	7
Ficedula hypoleuca	2492606	2021	10	FR	29
Gyps fulvus	2480389	2023	8	FR	384
Calidris pugnax	8250742	2022	3	FR	103
Alcedo atthis	2475532	2022	12	DE	480
Emberiza leucocephalos	2491472	2019	11	FR	3
Phasianus colchicus	9752149	2016	6	DE	41
Poecile palustris	2487843	2023	5	FR	232
Gallinula chloropus	5228199	2016	10	DE	95
Sitta europaea	2484916	2018	7	FR	165
Corvus cornix	2482515	2023	1	FR	67
Circus cyaneus	2480487	2020	5	FR	41
Spatula clypeata	8332393	2019	12	FR	156
Callonetta leucophrys	2498384	2022	12	DE	2
Chlidonias hybrida	2481121	2020	10	FR	6
Anser indicus	2498035	2020	7	DE	23
Apus pallidus	5228695	2019	7	FR	16
Turdus viscivorus	2490774	2017	10	FR	94
Larus michahellis	9413670	2023	7	DE	316
Anser cygnoides	2498034	2018	12	FR	3
Falco columbarius	9813242	2021	8	DE	7
Anser serrirostris	7340170	2021	12	DE	105
Carpodacus erythrinus	2494459	2023	9	FR	15
Sylvia undata	2492949	2019	11	FR	16
Circus pygargus	2480495	2019	5	FR	74
Dendrocoptes medius	8773033	2016	2	DE	28
Milvus milvus	5229168	2020	10	DE	331
Tadorna tadorna	2498009	2016	4	DE	56
Falco vespertinus	2481062	2020	5	FR	22
Falco subbuteo	2481035	2020	6	DE	94
Regulus regulus	2484596	2019	2	FR	125
Montifringilla nivalis	2492371	2019	7	FR	12
Larus cachinnans	2481181	2022	12	DE	160
Saxicola rubicola	4408759	2021	1	DE	26
Morus bassanus	2480964	2022	2	DE	6
Charadrius alexandrinus	2480311	2016	8	FR	36
Tringa totanus	2481714	2017	9	DE	36
Haematopus ostralegus	7788295	2020	5	FR	41
Acrocephalus schoenobaenus	2493129	2023	9	DE	24
Accipiter nisus	2480637	2019	2	FR	90
Hydrocoloeus minutus	6065841	2016	8	DE	6
Mergellus albellus	2498285	2016	3	DE	8
Loxia scotica	2494177	2021	2	FR	3
Mareca penelope	8000602	2018	6	DE	11
Glaucidium passerinum	5232162	2020	2	FR	1
Corvus corax	2482492	2016	12	FR	27
Melanitta nigra	2498247	2021	11	FR	24
Botaurus stellaris	2480910	2016	2	FR	6
Anser brachyrhynchus	2498024	2017	10	DE	15
Lullula arborea	2490604	2024	2	DE	35
Puffinus puffinus	5229380	2019	4	FR	7
Passer montanus	5231198	2016	9	FR	23
Hippolais polyglotta	2493214	2019	6	DE	12
Podiceps auritus	2482059	2016	1	FR	25
Hydrobates pelagicus	4408455	2017	5	FR	2
Branta bernicla	5232446	2022	6	DE	6
